fips,SCC,Pollutant,Emissions,type,year
6037,10200603,PM25-PRI,8.32,POINT,2002
6037,10200701,PM25-PRI,0.06,POINT,2002
6037,10201002,PM25-PRI,0.03,POINT,2002
6037,10300103,PM25-PRI,0,POINT,2002
6037,10300401,PM25-PRI,0,POINT,2002
6037,10300501,PM25-PRI,0.01,POINT,2002
6037,10300601,PM25-PRI,0.53,POINT,2002
6037,10300602,PM25-PRI,2.36,POINT,2002
6037,10300603,PM25-PRI,4.38,POINT,2002
6037,10300701,PM25-PRI,3.54,POINT,2002
6037,10300799,PM25-PRI,58.59,POINT,2002
6037,10301002,PM25-PRI,0,POINT,2002
6037,10500106,PM25-PRI,0.01,POINT,2002
6037,10500110,PM25-PRI,0.000471579,POINT,2002
6037,10500210,PM25-PRI,0.000392089,POINT,2002
6037,20100101,PM25-PRI,0.1,POINT,2002
6037,20100102,PM25-PRI,45.49,POINT,2002
6037,20100201,PM25-PRI,4.85,POINT,2002
6037,20100202,PM25-PRI,7.35,POINT,2002
6037,20100801,PM25-PRI,37.26,POINT,2002
6037,20100802,PM25-PRI,0.36,POINT,2002
6037,20100901,PM25-PRI,0.01,POINT,2002
6037,20200101,PM25-PRI,0.07,POINT,2002
6037,20200102,PM25-PRI,44.46,POINT,2002
6037,20200107,PM25-PRI,3.7,POINT,2002
6037,20200201,PM25-PRI,0.32,POINT,2002
6037,20200202,PM25-PRI,0.01,POINT,2002
6037,20200203,PM25-PRI,3.02,POINT,2002
6037,20200204,PM25-PRI,0.01,POINT,2002
6037,20200301,PM25-PRI,20.3,POINT,2002
6037,20200701,PM25-PRI,39.14,POINT,2002
6037,20200901,PM25-PRI,0.46,POINT,2002
6037,20200902,PM25-PRI,0.18,POINT,2002
6037,20201001,PM25-PRI,37.23,POINT,2002
6037,20201012,PM25-PRI,0.23,POINT,2002
6037,20201607,PM25-PRI,0.007024164,POINT,2002
6037,20300101,PM25-PRI,29.72,POINT,2002
6037,20300102,PM25-PRI,0.07,POINT,2002
6037,20300201,PM25-PRI,0.11,POINT,2002
6037,20300202,PM25-PRI,0.7,POINT,2002
6037,20300301,PM25-PRI,0.56,POINT,2002
6037,20300702,PM25-PRI,1.93,POINT,2002
6037,20301001,PM25-PRI,0.01,POINT,2002
6037,20400110,PM25-PRI,0.47,POINT,2002
6037,20400111,PM25-PRI,9.58,POINT,2002
6037,20400301,PM25-PRI,0.1,POINT,2002
6037,20400401,PM25-PRI,0.03,POINT,2002
6037,20400402,PM25-PRI,3.79,POINT,2002
6037,2201001000,PM25-PRI,0.25,POINT,2002
6037,2201070210,PM25-PRI,0.07,POINT,2002
6037,2265001000,PM25-PRI,0.11,POINT,2002
6037,2265001020,PM25-PRI,0.01,POINT,2002
6037,2265001030,PM25-PRI,0.52,POINT,2002
6037,27501015,PM25-PRI,0,POINT,2002
6037,27502011,PM25-PRI,0,POINT,2002
6037,27505001,PM25-PRI,0,POINT,2002
6037,27505011,PM25-PRI,0,POINT,2002
6037,30101401,PM25-PRI,23.86,POINT,2002
6037,30101402,PM25-PRI,0.09,POINT,2002
6037,30101460,PM25-PRI,0.39,POINT,2002
6037,30101892,PM25-PRI,10.26,POINT,2002
6037,30102201,PM25-PRI,10.13,POINT,2002
6037,30103399,PM25-PRI,0.48,POINT,2002
6037,30183001,PM25-PRI,13.59,POINT,2002
6037,30188801,PM25-PRI,0.23,POINT,2002
6037,30190001,PM25-PRI,0,POINT,2002
6037,30190003,PM25-PRI,9.77,POINT,2002
6037,30190004,PM25-PRI,0,POINT,2002
6037,30190013,PM25-PRI,0.15,POINT,2002
6037,30190099,PM25-PRI,0,POINT,2002
6037,30200506,PM25-PRI,1.02,POINT,2002
6037,30200606,PM25-PRI,0,POINT,2002
6037,30200903,PM25-PRI,0,POINT,2002
6037,30201206,PM25-PRI,0.0076,POINT,2002
6037,30201311,PM25-PRI,3.04,POINT,2002
6037,30203201,PM25-PRI,0,POINT,2002
6037,30288801,PM25-PRI,0.09,POINT,2002
6037,30290001,PM25-PRI,0.006153636,POINT,2002
6037,30290002,PM25-PRI,0,POINT,2002
6037,30290003,PM25-PRI,5.88,POINT,2002
6037,30300901,PM25-PRI,10.09,POINT,2002
6037,30388802,PM25-PRI,0.05,POINT,2002
6037,30390003,PM25-PRI,1.31,POINT,2002
6037,30390013,PM25-PRI,1.12,POINT,2002
6037,30390023,PM25-PRI,0.34,POINT,2002
6037,30400199,PM25-PRI,1.94,POINT,2002
6037,30400401,PM25-PRI,0.07,POINT,2002
6037,30400402,PM25-PRI,12.07,POINT,2002
6037,30400407,PM25-PRI,0,POINT,2002
6037,30400408,PM25-PRI,0.66,POINT,2002
6037,30400409,PM25-PRI,0.01,POINT,2002
6037,30400411,PM25-PRI,10.26,POINT,2002
6037,30400505,PM25-PRI,0.1,POINT,2002
6037,30400506,PM25-PRI,0,POINT,2002
6037,30400521,PM25-PRI,0.43,POINT,2002
6037,30400760,PM25-PRI,0,POINT,2002
6037,30404001,PM25-PRI,0.16,POINT,2002
6037,30488802,PM25-PRI,4,POINT,2002
6037,30490001,PM25-PRI,0.01,POINT,2002
6037,30490003,PM25-PRI,1.18,POINT,2002
6037,30490004,PM25-PRI,0,POINT,2002
6037,30490013,PM25-PRI,1.95,POINT,2002
6037,30490031,PM25-PRI,0,POINT,2002
6037,30490033,PM25-PRI,33.56,POINT,2002
6037,30490034,PM25-PRI,0,POINT,2002
6037,30500101,PM25-PRI,45.58,POINT,2002
6037,30500201,PM25-PRI,4.63,POINT,2002
6037,30500204,PM25-PRI,0.0080244,POINT,2002
6037,30500206,PM25-PRI,2.76,POINT,2002
6037,30500214,PM25-PRI,0.01,POINT,2002
6037,30500215,PM25-PRI,0.000781055,POINT,2002
6037,30500311,PM25-PRI,5.86,POINT,2002
6037,30500608,PM25-PRI,0.25,POINT,2002
6037,30500613,PM25-PRI,2.12,POINT,2002
6037,30500619,PM25-PRI,4.18,POINT,2002
6037,30501204,PM25-PRI,0.17,POINT,2002
6037,30501402,PM25-PRI,86,POINT,2002
6037,30501404,PM25-PRI,1.04,POINT,2002
6037,30501505,PM25-PRI,0.59,POINT,2002
6037,30501520,PM25-PRI,1.94,POINT,2002
6037,30502001,PM25-PRI,1.79,POINT,2002
6037,30502011,PM25-PRI,0.46,POINT,2002
6037,30502501,PM25-PRI,1.15,POINT,2002
6037,30502503,PM25-PRI,0.3,POINT,2002
6037,30502504,PM25-PRI,8.12,POINT,2002
6037,30502506,PM25-PRI,15.33,POINT,2002
6037,30502507,PM25-PRI,1.86,POINT,2002
6037,30502508,PM25-PRI,0.19,POINT,2002
6037,30502510,PM25-PRI,18.88,POINT,2002
6037,30502513,PM25-PRI,44.57,POINT,2002
6037,30502599,PM25-PRI,73.7,POINT,2002
6037,30504099,PM25-PRI,0.00249648,POINT,2002
6037,30509202,PM25-PRI,0.09,POINT,2002
6037,30509204,PM25-PRI,0.02,POINT,2002
6037,30510202,PM25-PRI,6.69,POINT,2002
6037,30510708,PM25-PRI,0.73,POINT,2002
6037,30515001,PM25-PRI,3.53,POINT,2002
6037,30515002,PM25-PRI,24.73,POINT,2002
6037,30590001,PM25-PRI,0.19,POINT,2002
6037,30590003,PM25-PRI,4.02,POINT,2002
6037,30590013,PM25-PRI,0.86,POINT,2002
6037,30599999,PM25-PRI,187,POINT,2002
6037,30600104,PM25-PRI,98.16,POINT,2002
6037,30600105,PM25-PRI,15.67,POINT,2002
6037,30600106,PM25-PRI,378.61,POINT,2002
6037,30600201,PM25-PRI,16.79,POINT,2002
6037,30600202,PM25-PRI,155.49,POINT,2002
6037,30600401,PM25-PRI,16.13,POINT,2002
6037,30600903,PM25-PRI,0,POINT,2002
6037,30600904,PM25-PRI,0,POINT,2002
6037,30601101,PM25-PRI,0,POINT,2002
6037,30602201,PM25-PRI,0.49,POINT,2002
6037,30603201,PM25-PRI,1.11,POINT,2002
6037,30609903,PM25-PRI,0.47,POINT,2002
6037,30688801,PM25-PRI,110.07,POINT,2002
6037,30699999,PM25-PRI,9.85,POINT,2002
6037,30700403,PM25-PRI,0.25,POINT,2002
6037,30700801,PM25-PRI,0.02,POINT,2002
6037,30701201,PM25-PRI,0.17,POINT,2002
6037,30701399,PM25-PRI,0,POINT,2002
6037,30702099,PM25-PRI,0.04,POINT,2002
6037,30788801,PM25-PRI,0.72,POINT,2002
6037,30790003,PM25-PRI,4.08,POINT,2002
6037,30790013,PM25-PRI,0.01,POINT,2002
6037,30800701,PM25-PRI,0.29,POINT,2002
6037,30800799,PM25-PRI,1.25,POINT,2002
6037,30800801,PM25-PRI,0.46,POINT,2002
6037,30800802,PM25-PRI,0.7,POINT,2002
6037,30805010,PM25-PRI,0.004461346,POINT,2002
6037,30805015,PM25-PRI,0.08,POINT,2002
6037,30805016,PM25-PRI,0.04,POINT,2002
6037,30805099,PM25-PRI,0.01,POINT,2002
6037,30890003,PM25-PRI,0.85,POINT,2002
6037,30890013,PM25-PRI,0,POINT,2002
6037,30900199,PM25-PRI,0.04,POINT,2002
6037,30900201,PM25-PRI,73.91,POINT,2002
6037,30900202,PM25-PRI,0.00079,POINT,2002
6037,30901001,PM25-PRI,5.59,POINT,2002
6037,30901002,PM25-PRI,0.33,POINT,2002
6037,30901003,PM25-PRI,1.33,POINT,2002
6037,30901007,PM25-PRI,0,POINT,2002
6037,30901104,PM25-PRI,0.02,POINT,2002
6037,30903005,PM25-PRI,0.68,POINT,2002
6037,30904200,PM25-PRI,4.66E-05,POINT,2002
6037,30904300,PM25-PRI,8.60E-05,POINT,2002
6037,30904500,PM25-PRI,0.000116626,POINT,2002
6037,30905144,PM25-PRI,0.01,POINT,2002
6037,30905148,PM25-PRI,0.00046,POINT,2002
6037,30905200,PM25-PRI,0.0018984,POINT,2002
6037,30905254,PM25-PRI,4.37E-05,POINT,2002
6037,30905800,PM25-PRI,1.39E-06,POINT,2002
6037,30906001,PM25-PRI,0.006512,POINT,2002
6037,30906099,PM25-PRI,0.002871301,POINT,2002
6037,30990003,PM25-PRI,6.32,POINT,2002
6037,30990013,PM25-PRI,0,POINT,2002
6037,31000199,PM25-PRI,5.2,POINT,2002
6037,31000404,PM25-PRI,14.74,POINT,2002
6037,31100102,PM25-PRI,0.03,POINT,2002
6037,31100299,PM25-PRI,0,POINT,2002
6037,31390003,PM25-PRI,0.11,POINT,2002
6037,31401101,PM25-PRI,0,POINT,2002
6037,31499999,PM25-PRI,0.64,POINT,2002
6037,32099999,PM25-PRI,0.00407,POINT,2002
6037,33000199,PM25-PRI,0.15,POINT,2002
6037,33000305,PM25-PRI,0.07,POINT,2002
6037,33000399,PM25-PRI,0.06,POINT,2002
6037,33000499,PM25-PRI,0,POINT,2002
6037,33088801,PM25-PRI,0.46,POINT,2002
6037,38500101,PM25-PRI,4.15,POINT,2002
6037,39000502,PM25-PRI,0,POINT,2002
6037,39000602,PM25-PRI,2.41,POINT,2002
6037,39000603,PM25-PRI,0.04,POINT,2002
6037,39000689,PM25-PRI,8.09,POINT,2002
6037,39001089,PM25-PRI,1.06,POINT,2002
6037,39990003,PM25-PRI,84.51,POINT,2002
6037,39990004,PM25-PRI,0,POINT,2002
6037,39990013,PM25-PRI,1.24,POINT,2002
6037,39990023,PM25-PRI,0.15,POINT,2002
6037,39999993,PM25-PRI,8.12,POINT,2002
6037,39999995,PM25-PRI,0.37,POINT,2002
6037,39999999,PM25-PRI,47.45,POINT,2002
6037,40200110,PM25-PRI,0.01,POINT,2002
6037,40201001,PM25-PRI,4.07,POINT,2002
6037,40206010,PM25-PRI,0.53,POINT,2002
6037,40290013,PM25-PRI,2.72,POINT,2002
6037,40299995,PM25-PRI,9.38,POINT,2002
6037,40600135,PM25-PRI,0,POINT,2002
6037,40899997,PM25-PRI,22.94,POINT,2002
6037,49000499,PM25-PRI,0.08,POINT,2002
6037,50100101,PM25-PRI,15.09,POINT,2002
6037,50100410,PM25-PRI,0.03,POINT,2002
6037,50100601,PM25-PRI,0,POINT,2002
6037,50190006,PM25-PRI,2.54,POINT,2002
6037,50200601,PM25-PRI,0.6,POINT,2002
6037,50200901,PM25-PRI,0.23,POINT,2002
6037,50300601,PM25-PRI,39.68,POINT,2002
6037,50300702,PM25-PRI,3.17,POINT,2002
6037,50300901,PM25-PRI,2.46E-06,POINT,2002
24510,10100504,PM25-PRI,0.42,POINT,2002
24510,10100601,PM25-PRI,13.72,POINT,2002
24510,10200402,PM25-PRI,2.31,POINT,2002
24510,10200502,PM25-PRI,0.1,POINT,2002
24510,10200601,PM25-PRI,3.07,POINT,2002
24510,10200602,PM25-PRI,10.46,POINT,2002
24510,10200603,PM25-PRI,0.51,POINT,2002
24510,10300402,PM25-PRI,2.86,POINT,2002
24510,10300502,PM25-PRI,0.58,POINT,2002
24510,10300601,PM25-PRI,0.81,POINT,2002
24510,10300602,PM25-PRI,1.56,POINT,2002
24510,10300603,PM25-PRI,0.03,POINT,2002
24510,10500106,PM25-PRI,0.06,POINT,2002
24510,20300101,PM25-PRI,1.06,POINT,2002
24510,30100699,PM25-PRI,5.11,POINT,2002
24510,30100902,PM25-PRI,0.31,POINT,2002
24510,30100999,PM25-PRI,2.9,POINT,2002
24510,30101202,PM25-PRI,0.71,POINT,2002
24510,30101401,PM25-PRI,6.12,POINT,2002
24510,30101503,PM25-PRI,0.29,POINT,2002
24510,30103311,PM25-PRI,0.25,POINT,2002
24510,30103399,PM25-PRI,0.03,POINT,2002
24510,30103501,PM25-PRI,0.4,POINT,2002
24510,30121101,PM25-PRI,8.17,POINT,2002
24510,30183001,PM25-PRI,9.7,POINT,2002
24510,30200504,PM25-PRI,0.01,POINT,2002
24510,30200899,PM25-PRI,0.95,POINT,2002
24510,30201599,PM25-PRI,70.27,POINT,2002
24510,30201651,PM25-PRI,11.32,POINT,2002
24510,30203202,PM25-PRI,0.15,POINT,2002
24510,30299999,PM25-PRI,56.02,POINT,2002
24510,30300303,PM25-PRI,0.13,POINT,2002
24510,30301010,PM25-PRI,0.36,POINT,2002
24510,30301201,PM25-PRI,20.21,POINT,2002
24510,30500103,PM25-PRI,6.07,POINT,2002
24510,30500198,PM25-PRI,0.68,POINT,2002
24510,30500401,PM25-PRI,24.97,POINT,2002
24510,30500402,PM25-PRI,20.34,POINT,2002
24510,30500499,PM25-PRI,39.31,POINT,2002
24510,30501301,PM25-PRI,2.87,POINT,2002
24510,30501402,PM25-PRI,49.31,POINT,2002
24510,30501502,PM25-PRI,0.27,POINT,2002
24510,30501504,PM25-PRI,0.37,POINT,2002
24510,30501508,PM25-PRI,1.27,POINT,2002
24510,30501509,PM25-PRI,2.03,POINT,2002
24510,30501513,PM25-PRI,5.9,POINT,2002
24510,30501517,PM25-PRI,5.51,POINT,2002
24510,30501518,PM25-PRI,1.11,POINT,2002
24510,30501519,PM25-PRI,6.56,POINT,2002
24510,30501520,PM25-PRI,12.93,POINT,2002
24510,30501521,PM25-PRI,2.74,POINT,2002
24510,30509203,PM25-PRI,0.11,POINT,2002
24510,30510198,PM25-PRI,0.61,POINT,2002
24510,30510205,PM25-PRI,5.07,POINT,2002
24510,30599999,PM25-PRI,114.45,POINT,2002
24510,31299999,PM25-PRI,0.91,POINT,2002
24510,40201619,PM25-PRI,0.42,POINT,2002
24510,40201620,PM25-PRI,0.08,POINT,2002
24510,40201628,PM25-PRI,0.17,POINT,2002
24510,40201631,PM25-PRI,4.46,POINT,2002
24510,40201699,PM25-PRI,0.16,POINT,2002
24510,40500401,PM25-PRI,0.02,POINT,2002
24510,50100101,PM25-PRI,17.15,POINT,2002
24510,50200501,PM25-PRI,2.59,POINT,2002
24510,50200504,PM25-PRI,3.65,POINT,2002
24510,50300103,PM25-PRI,2.34,POINT,2002
24510,50400201,PM25-PRI,3.87,POINT,2002
42101,10100401,PM25-PRI,32.83,POINT,2002
42101,10100404,PM25-PRI,16.88,POINT,2002
42101,10100501,PM25-PRI,0.67,POINT,2002
42101,10100601,PM25-PRI,0.17,POINT,2002
42101,10200401,PM25-PRI,81.32,POINT,2002
42101,10200402,PM25-PRI,0.23,POINT,2002
42101,10200501,PM25-PRI,3.04,POINT,2002
42101,10200503,PM25-PRI,0.07,POINT,2002
42101,10200504,PM25-PRI,0.33,POINT,2002
42101,10200601,PM25-PRI,3.14,POINT,2002
42101,10200602,PM25-PRI,2.59,POINT,2002
42101,10200603,PM25-PRI,0.72,POINT,2002
42101,10200701,PM25-PRI,0.75,POINT,2002
42101,10201002,PM25-PRI,0.05,POINT,2002
42101,10201301,PM25-PRI,107.83,POINT,2002
42101,10300401,PM25-PRI,6.49,POINT,2002
42101,10300404,PM25-PRI,0.64,POINT,2002
42101,10300501,PM25-PRI,11.27,POINT,2002
42101,10300502,PM25-PRI,0.002727,POINT,2002
42101,10300504,PM25-PRI,4.58,POINT,2002
42101,10300601,PM25-PRI,0.13,POINT,2002
42101,10300602,PM25-PRI,2.11,POINT,2002
42101,10300603,PM25-PRI,0.8,POINT,2002
42101,10300701,PM25-PRI,3.5,POINT,2002
42101,10300799,PM25-PRI,4.71,POINT,2002
42101,10301002,PM25-PRI,0.001406215,POINT,2002
42101,10500105,PM25-PRI,0.2,POINT,2002
42101,10500106,PM25-PRI,0.22,POINT,2002
42101,10500110,PM25-PRI,9.99E-06,POINT,2002
42101,10500206,PM25-PRI,0.06,POINT,2002
42101,20100101,PM25-PRI,3.43,POINT,2002
42101,20100102,PM25-PRI,0.45,POINT,2002
42101,20100201,PM25-PRI,23.73,POINT,2002
42101,20100202,PM25-PRI,0.000495433,POINT,2002
42101,20100905,PM25-PRI,2.88E-05,POINT,2002
42101,20200102,PM25-PRI,0.12,POINT,2002
42101,20200201,PM25-PRI,0.001189697,POINT,2002
42101,20200202,PM25-PRI,0.31,POINT,2002
42101,20200203,PM25-PRI,0.000623175,POINT,2002
42101,20200204,PM25-PRI,0.21,POINT,2002
42101,20200401,PM25-PRI,0.008051785,POINT,2002
42101,20200402,PM25-PRI,0.92,POINT,2002
42101,20300101,PM25-PRI,1.25,POINT,2002
42101,20300102,PM25-PRI,0.02,POINT,2002
42101,20300201,PM25-PRI,0.19,POINT,2002
42101,20300202,PM25-PRI,0.01,POINT,2002
42101,20400302,PM25-PRI,0.83,POINT,2002
42101,20400402,PM25-PRI,0.003417723,POINT,2002
42101,30100907,PM25-PRI,0.01,POINT,2002
42101,30101401,PM25-PRI,0.03,POINT,2002
42101,30101402,PM25-PRI,0.03,POINT,2002
42101,30101817,PM25-PRI,0.22,POINT,2002
42101,30101820,PM25-PRI,4.14,POINT,2002
42101,30101837,PM25-PRI,0.25,POINT,2002
42101,30102005,PM25-PRI,0.03,POINT,2002
42101,30183001,PM25-PRI,0.05,POINT,2002
42101,30203203,PM25-PRI,0.13,POINT,2002
42101,30290003,PM25-PRI,0.32,POINT,2002
42101,30290005,PM25-PRI,0.001767972,POINT,2002
42101,30303011,PM25-PRI,0.35,POINT,2002
42101,30400219,PM25-PRI,0.01,POINT,2002
42101,30400223,PM25-PRI,0.08,POINT,2002
42101,30400224,PM25-PRI,4.32,POINT,2002
42101,30400303,PM25-PRI,0.03,POINT,2002
42101,30400401,PM25-PRI,6.31E-05,POINT,2002
42101,30400705,PM25-PRI,1.54E-05,POINT,2002
42101,30400711,PM25-PRI,0.01,POINT,2002
42101,30500203,PM25-PRI,1.03,POINT,2002
42101,30500204,PM25-PRI,6.75,POINT,2002
42101,30500205,PM25-PRI,0.51,POINT,2002
42101,30502002,PM25-PRI,0.04,POINT,2002
42101,30502502,PM25-PRI,0.05,POINT,2002
42101,30503607,PM25-PRI,0.000312344,POINT,2002
42101,30505020,PM25-PRI,0.000606383,POINT,2002
42101,30600103,PM25-PRI,7.89,POINT,2002
42101,30600106,PM25-PRI,63.7,POINT,2002
42101,30600201,PM25-PRI,67.69,POINT,2002
42101,30600701,PM25-PRI,28.17,POINT,2002
42101,30700804,PM25-PRI,0.07,POINT,2002
42101,30700805,PM25-PRI,0.04,POINT,2002
42101,30700806,PM25-PRI,0.02,POINT,2002
42101,30701201,PM25-PRI,0.36,POINT,2002
42101,30703099,PM25-PRI,0.000667608,POINT,2002
42101,30799999,PM25-PRI,0.009252148,POINT,2002
42101,30900202,PM25-PRI,0.01,POINT,2002
42101,30900207,PM25-PRI,3.5,POINT,2002
42101,30904700,PM25-PRI,0.001321277,POINT,2002
42101,30905000,PM25-PRI,2.05,POINT,2002
42101,31100103,PM25-PRI,0.32,POINT,2002
42101,39000599,PM25-PRI,0.000266333,POINT,2002
42101,39000689,PM25-PRI,0.61,POINT,2002
42101,39001089,PM25-PRI,0.02,POINT,2002
42101,40200110,PM25-PRI,0.05,POINT,2002
42101,40200310,PM25-PRI,0.01,POINT,2002
42101,40201001,PM25-PRI,0.04,POINT,2002
42101,40202306,PM25-PRI,2.07,POINT,2002
42101,40299996,PM25-PRI,0.000294878,POINT,2002
42101,50100701,PM25-PRI,0.01,POINT,2002
42101,50200505,PM25-PRI,0.81,POINT,2002
42101,50200507,PM25-PRI,2.42,POINT,2002
42101,50300899,PM25-PRI,0.26,POINT,2002
45019,10200219,PM25-PRI,67.09,POINT,2002
45019,10200401,PM25-PRI,121.32,POINT,2002
45019,10200402,PM25-PRI,0.33,POINT,2002
45019,10200404,PM25-PRI,0.06,POINT,2002
45019,10200501,PM25-PRI,0.0062125,POINT,2002
45019,10200502,PM25-PRI,0.06,POINT,2002
45019,10200503,PM25-PRI,0.004663875,POINT,2002
45019,10200505,PM25-PRI,0.14,POINT,2002
45019,10200602,PM25-PRI,0.96,POINT,2002
45019,10200603,PM25-PRI,0.15,POINT,2002
45019,10200604,PM25-PRI,0.16,POINT,2002
45019,10200906,PM25-PRI,1.58,POINT,2002
45019,10200907,PM25-PRI,28.02,POINT,2002
45019,10201201,PM25-PRI,0.98,POINT,2002
45019,10300501,PM25-PRI,0.005552242,POINT,2002
45019,10300602,PM25-PRI,0.13,POINT,2002
45019,10300603,PM25-PRI,0.000226395,POINT,2002
45019,10301002,PM25-PRI,0.004465706,POINT,2002
45019,10500205,PM25-PRI,0.008,POINT,2002
45019,10500206,PM25-PRI,0.000776645,POINT,2002
45019,20100101,PM25-PRI,0.58,POINT,2002
45019,20100201,PM25-PRI,0.006924986,POINT,2002
45019,20200102,PM25-PRI,11.22,POINT,2002
45019,20200202,PM25-PRI,0.06,POINT,2002
45019,20200401,PM25-PRI,0.02,POINT,2002
45019,20300101,PM25-PRI,0.33,POINT,2002
45019,20300201,PM25-PRI,0.003264551,POINT,2002
45019,20400110,PM25-PRI,0.04,POINT,2002
45019,20400402,PM25-PRI,6.32,POINT,2002
45019,30102718,PM25-PRI,0.99,POINT,2002
45019,30199998,PM25-PRI,0.6,POINT,2002
45019,30400102,PM25-PRI,0.27,POINT,2002
45019,30400233,PM25-PRI,0.03,POINT,2002
45019,30500205,PM25-PRI,0.87,POINT,2002
45019,30500206,PM25-PRI,0.05,POINT,2002
45019,30500208,PM25-PRI,0.01,POINT,2002
45019,30501101,PM25-PRI,3.57,POINT,2002
45019,30501106,PM25-PRI,0.14,POINT,2002
45019,30501107,PM25-PRI,0.2,POINT,2002
45019,30501108,PM25-PRI,0.11,POINT,2002
45019,30501109,PM25-PRI,0.2,POINT,2002
45019,30501215,PM25-PRI,17.82,POINT,2002
45019,30501602,PM25-PRI,0.08,POINT,2002
45019,30501615,PM25-PRI,2.81,POINT,2002
45019,30501624,PM25-PRI,1.51,POINT,2002
45019,30501625,PM25-PRI,0.006,POINT,2002
45019,30502006,PM25-PRI,0.04,POINT,2002
45019,30502021,PM25-PRI,0.45,POINT,2002
45019,30502032,PM25-PRI,0.000807382,POINT,2002
45019,30510001,PM25-PRI,0.18,POINT,2002
45019,30510002,PM25-PRI,0.16,POINT,2002
45019,30510003,PM25-PRI,0.21,POINT,2002
45019,30510199,PM25-PRI,0.05,POINT,2002
45019,30590003,PM25-PRI,0.07,POINT,2002
45019,30601101,PM25-PRI,0.38,POINT,2002
45019,30700105,PM25-PRI,87.54,POINT,2002
45019,30700106,PM25-PRI,12.56,POINT,2002
45019,30700199,PM25-PRI,32.57,POINT,2002
45019,30702099,PM25-PRI,1.07,POINT,2002
45019,30703099,PM25-PRI,0.25,POINT,2002
45019,30799999,PM25-PRI,0.5,POINT,2002
45019,30900199,PM25-PRI,5.95,POINT,2002
45019,30900201,PM25-PRI,2.5,POINT,2002
45019,30900202,PM25-PRI,0.02,POINT,2002
45019,30900203,PM25-PRI,0.004239536,POINT,2002
45019,30900204,PM25-PRI,0.000525091,POINT,2002
45019,30900207,PM25-PRI,0.17,POINT,2002
45019,30900500,PM25-PRI,1.91,POINT,2002
45019,30901003,PM25-PRI,0.04,POINT,2002
45019,30901006,PM25-PRI,0.000309175,POINT,2002
45019,30902501,PM25-PRI,0.8,POINT,2002
45019,30905000,PM25-PRI,0.21,POINT,2002
45019,30990003,PM25-PRI,0.01,POINT,2002
45019,30999999,PM25-PRI,0.06,POINT,2002
45019,39000599,PM25-PRI,0.29,POINT,2002
45019,39000689,PM25-PRI,1.35,POINT,2002
45019,39000699,PM25-PRI,0.04,POINT,2002
45019,39001089,PM25-PRI,0.02,POINT,2002
45019,39999992,PM25-PRI,3.38,POINT,2002
45019,40201001,PM25-PRI,0.01,POINT,2002
45019,40202301,PM25-PRI,0.46,POINT,2002
45019,40202501,PM25-PRI,0.18,POINT,2002
45019,50100516,PM25-PRI,0.44,POINT,2002
45019,50200101,PM25-PRI,0.01,POINT,2002
45019,50300112,PM25-PRI,33.72,POINT,2002
6037,2420000055,PM25-PRI,0.09,NONPOINT,2002
6037,2440000000,PM25-PRI,2.87,NONPOINT,2002
6037,2103007000,PM25-PRI,0.3,NONPOINT,2002
6037,2199004002,PM25-PRI,8.64,NONPOINT,2002
6037,2294000000,PM25-PRI,1101.6,NONPOINT,2002
6037,2310010000,PM25-PRI,3.09,NONPOINT,2002
6037,2310020000,PM25-PRI,2.9,NONPOINT,2002
6037,2102005000,PM25-PRI,2.11,NONPOINT,2002
6037,2102006000,PM25-PRI,21.52,NONPOINT,2002
6037,2296000000,PM25-PRI,1051.01,NONPOINT,2002
6037,2302000000,PM25-PRI,23.2,NONPOINT,2002
6037,2302002000,PM25-PRI,2212.56,NONPOINT,2002
6037,2810001000,PM25-PRI,5206.87,NONPOINT,2002
6037,2311010000,PM25-PRI,677.47,NONPOINT,2002
6037,2311030000,PM25-PRI,596.56,NONPOINT,2002
6037,2325030000,PM25-PRI,2.26,NONPOINT,2002
6037,2103011000,PM25-PRI,0.77,NONPOINT,2002
6037,2810015000,PM25-PRI,24.01,NONPOINT,2002
6037,2102006002,PM25-PRI,4.8,NONPOINT,2002
6037,2104004000,PM25-PRI,5.78,NONPOINT,2002
6037,2104006000,PM25-PRI,66.17,NONPOINT,2002
6037,2810030000,PM25-PRI,34.36,NONPOINT,2002
6037,2102007000,PM25-PRI,0.43,NONPOINT,2002
6037,2104006010,PM25-PRI,10.41,NONPOINT,2002
6037,2104007000,PM25-PRI,0.25,NONPOINT,2002
6037,2810050000,PM25-PRI,64.28,NONPOINT,2002
6037,2102011000,PM25-PRI,0,NONPOINT,2002
6037,2302003100,PM25-PRI,407.94,NONPOINT,2002
6037,2302003200,PM25-PRI,32.73,NONPOINT,2002
6037,2302080000,PM25-PRI,8.77,NONPOINT,2002
6037,2401005000,PM25-PRI,0.18,NONPOINT,2002
6037,2104008001,PM25-PRI,691,NONPOINT,2002
6037,2304000000,PM25-PRI,41.14,NONPOINT,2002
6037,2103004000,PM25-PRI,329.73,NONPOINT,2002
6037,2104008010,PM25-PRI,244.73,NONPOINT,2002
6037,2199001000,PM25-PRI,98.42,NONPOINT,2002
6037,2461023000,PM25-PRI,4.16,NONPOINT,2002
6037,2620030000,PM25-PRI,1.59,NONPOINT,2002
6037,2101006000,PM25-PRI,1.57,NONPOINT,2002
